ticket_id,created_at,channel,customer_id,language,subject,body,product,priority
T000274,2025-12-20T08:46:00,call_center,CU00915,en,Need help,How to use this product and is it safe for sensitive skin?,lipstick,high
T000275,2025-12-10T20:00:00,call_center,CU00314,en,Complaint,"I received damaged product, what can I do?",foundation,low
T000276,2025-12-16T21:30:00,webform,CU00917,ar,Question,Order delayed and I need update.,lipstick,low
T000277,2025-12-01T16:39:00,whatsapp,CU00567,en,Order problem,Promo code not working.,perfume,high
T000278,2025-11-30T02:17:00,webform,CU00035,ar,Complaint,Promo code not working.,serum,low
T000279,2025-11-27T10:07:00,email,CU00051,ar,Need help,Order delayed and I need update.,gift_box,high
T000280,2025-11-04T04:57:00,webform,CU00853,en,Request,How to use this product and is it safe for sensitive skin?,serum,normal
T000281,2025-11-09T17:40:00,call_center,CU00670,en,Request,Order delayed and I need update.,serum,normal
T000282,2025-12-09T15:36:00,whatsapp,CU00363,ar,Question,Order delayed and I need update.,gift_box,low
T000283,2025-11-19T09:36:00,email,CU00131,en,Question,Promo code not working.,serum,normal
T000284,2025-12-24T05:46:00,call_center,CU00926,en,Complaint,I want to refund my last order.,serum,low
T000285,2025-12-27T00:16:00,webform,CU01156,en,Question,Promo code not working.,shampoo,high
T000286,2025-12-11T21:07:00,call_center,CU00831,ar,Complaint,Promo code not working.,foundation,normal
T000287,2025-12-15T19:04:00,call_center,CU00888,ar,Need help,"I received damaged product, what can I do?",lipstick,low
T000288,2025-11-04T09:03:00,whatsapp,CU00155,en,Request,Order delayed and I need update.,shampoo,normal
T000289,2025-11-16T17:11:00,webform,CU01029,ar,Request,Promo code not working.,perfume,normal
T000290,2025-11-30T02:04:00,webform,CU01011,ar,Question,Order delayed and I need update.,lipstick,normal
T000291,2025-12-17T11:39:00,call_center,CU00437,ar,Complaint,"I received damaged product, what can I do?",gift_box,low
T000292,2025-11-25T11:41:00,webform,CU00637,en,Question,Order delayed and I need update.,perfume,normal
T000293,2025-11-08T16:25:00,call_center,CU00241,en,Order problem,Promo code not working.,shampoo,normal
T000294,2025-12-22T22:54:00,whatsapp,CU00792,en,Order problem,Order delayed and I need update.,serum,high
T000295,2025-12-01T10:14:00,whatsapp,CU01021,ar,Order problem,"I received damaged product, what can I do?",serum,high
T000296,2025-12-10T18:16:00,call_center,CU01023,en,Request,I want to refund my last order.,perfume,normal
T000297,2025-12-23T01:08:00,email,CU01138,ar,Complaint,Order delayed and I need update.,foundation,normal
T000298,2025-12-08T01:29:00,call_center,CU01017,ar,Request,Promo code not working.,perfume,normal
T000299,2025-11-04T23:45:00,email,CU01154,en,Need help,"I received damaged product, what can I do?",perfume,low
T000300,2025-11-07T01:33:00,email,CU01014,en,Order problem,Promo code not working.,lipstick,low
T000301,2025-12-03T18:46:00,email,CU00511,en,Question,Promo code not working.,lipstick,high
T000302,2025-12-24T16:26:00,call_center,CU00704,ar,Need help,Order delayed and I need update.,lipstick,normal
T000303,2025-12-06T17:32:00,call_center,CU00417,ar,Need help,Promo code not working.,perfume,normal
T000304,2025-11-16T07:06:00,call_center,CU00839,en,Complaint,Order delayed and I need update.,foundation,low
T000305,2025-12-04T08:53:00,call_center,CU01192,en,Request,I want to refund my last order.,shampoo,normal
T000306,2025-11-25T23:06:00,webform,CU00264,ar,Question,Promo code not working.,perfume,low
T000307,2025-11-25T12:18:00,email,CU01185,ar,Request,Promo code not working.,shampoo,normal
T000308,2025-12-19T06:43:00,webform,CU00515,en,Request,Promo code not working.,perfume,high
T000309,2025-12-26T18:51:00,email,CU00604,en,Complaint,How to use this product and is it safe for sensitive skin?,perfume,normal
T000310,2025-12-29T23:03:00,webform,CU01032,en,Complaint,How to use this product and is it safe for sensitive skin?,lipstick,low
T000311,2025-12-21T03:17:00,email,CU00394,ar,Order problem,"I received damaged product, what can I do?",shampoo,normal
T000312,2025-12-17T20:18:00,email,CU00955,en,Order problem,How to use this product and is it safe for sensitive skin?,lipstick,low
T000313,2025-11-25T02:13:00,email,CU00726,en,Request,"I received damaged product, what can I do?",gift_box,low
T000314,2025-11-05T16:55:00,call_center,CU00903,en,Request,How to use this product and is it safe for sensitive skin?,lipstick,high
T000315,2025-12-14T21:29:00,webform,CU00473,en,Request,I want to refund my last order.,lipstick,low
T000316,2025-12-30T10:44:00,email,CU00315,ar,Order problem,"I received damaged product, what can I do?",serum,low
T000317,2025-11-21T19:33:00,webform,CU00501,en,Order problem,How to use this product and is it safe for sensitive skin?,foundation,high
T000318,2025-11-04T19:45:00,whatsapp,CU00819,en,Need help,I want to refund my last order.,gift_box,low
T000319,2025-11-22T06:53:00,call_center,CU00076,en,Order problem,How to use this product and is it safe for sensitive skin?,shampoo,low
T000320,2025-11-25T02:24:00,whatsapp,CU00212,ar,Order problem,Order delayed and I need update.,lipstick,high
T000321,2025-11-10T19:31:00,webform,CU00737,en,Complaint,Order delayed and I need update.,lipstick,normal
T000322,2025-12-12T23:30:00,whatsapp,CU01141,en,Need help,I want to refund my last order.,lipstick,low
T000323,2025-11-09T23:21:00,webform,CU00230,ar,Request,Promo code not working.,shampoo,high
T000324,2025-11-01T03:07:00,whatsapp,CU01190,ar,Complaint,Promo code not working.,gift_box,high
T000325,2025-11-01T15:14:00,webform,CU00132,en,Complaint,Order delayed and I need update.,perfume,normal
T000326,2025-12-25T17:08:00,call_center,CU01172,en,Question,Order delayed and I need update.,foundation,normal
T000327,2025-12-29T07:51:00,email,CU00547,ar,Question,Promo code not working.,gift_box,high
T000328,2025-11-30T04:57:00,email,CU01148,ar,Request,"I received damaged product, what can I do?",serum,normal
T000329,2025-12-15T11:10:00,webform,CU00386,ar,Order problem,Promo code not working.,foundation,low
T000330,2025-12-29T20:14:00,email,CU01126,ar,Need help,How to use this product and is it safe for sensitive skin?,lipstick,high
T000331,2025-12-01T01:49:00,email,CU00168,ar,Order problem,"I received damaged product, what can I do?",foundation,normal
T000332,2025-12-03T13:35:00,webform,CU00578,en,Need help,How to use this product and is it safe for sensitive skin?,serum,low
T000333,2025-12-21T21:41:00,whatsapp,CU00232,ar,Request,Order delayed and I need update.,perfume,normal
T000334,2025-11-30T07:46:00,email,CU01001,en,Complaint,"I received damaged product, what can I do?",gift_box,low
T000335,2025-12-01T22:00:00,whatsapp,CU00884,en,Question,How to use this product and is it safe for sensitive skin?,perfume,normal
T000336,2025-12-06T06:23:00,email,CU00145,en,Order problem,How to use this product and is it safe for sensitive skin?,foundation,low
T000337,2025-11-03T07:52:00,whatsapp,CU00544,en,Order problem,"I received damaged product, what can I do?",shampoo,low
T000338,2025-11-26T14:52:00,call_center,CU00490,ar,Order problem,I want to refund my last order.,foundation,high
T000339,2025-11-30T06:38:00,call_center,CU00058,en,Request,Promo code not working.,perfume,high
T000340,2025-12-22T23:20:00,email,CU00688,en,Request,How to use this product and is it safe for sensitive skin?,shampoo,normal
T000341,2025-12-23T06:37:00,webform,CU00080,en,Request,Promo code not working.,lipstick,high
T000342,2025-11-10T17:39:00,webform,CU00238,ar,Order problem,Promo code not working.,shampoo,low
T000343,2025-11-14T14:15:00,call_center,CU00071,ar,Question,Order delayed and I need update.,serum,low
T000344,2025-11-02T00:09:00,webform,CU01128,en,Question,Promo code not working.,foundation,normal
T000345,2025-11-22T13:33:00,webform,CU00264,en,Request,How to use this product and is it safe for sensitive skin?,shampoo,normal
T000346,2025-11-03T01:02:00,webform,CU00818,ar,Question,Order delayed and I need update.,lipstick,high
T000347,2025-11-29T04:16:00,whatsapp,CU01019,en,Complaint,"I received damaged product, what can I do?",foundation,normal
T000348,2025-11-22T21:17:00,call_center,CU00673,en,Complaint,How to use this product and is it safe for sensitive skin?,foundation,normal
T000349,2025-11-07T09:25:00,email,CU00629,en,Complaint,Order delayed and I need update.,lipstick,high
T000350,2025-12-06T00:58:00,webform,CU00663,en,Order problem,Order delayed and I need update.,serum,normal
T000351,2025-11-02T16:58:00,email,CU00745,ar,Question,Promo code not working.,foundation,high
T000352,2025-11-22T11:07:00,whatsapp,CU00497,ar,Order problem,"I received damaged product, what can I do?",foundation,low
T000353,2025-11-27T12:25:00,webform,CU01195,en,Order problem,How to use this product and is it safe for sensitive skin?,gift_box,normal
T000354,2025-12-07T15:40:00,webform,CU00835,en,Need help,How to use this product and is it safe for sensitive skin?,shampoo,normal
T000355,2025-12-27T07:28:00,email,CU01038,ar,Question,Promo code not working.,lipstick,low
T000356,2025-11-05T09:08:00,email,CU00514,ar,Need help,"I received damaged product, what can I do?",perfume,high
T000357,2025-12-06T22:29:00,webform,CU00454,ar,Complaint,How to use this product and is it safe for sensitive skin?,perfume,high
T000358,2025-11-05T11:06:00,call_center,CU00441,en,Request,"I received damaged product, what can I do?",perfume,high
T000359,2025-11-27T12:51:00,email,CU00979,ar,Complaint,How to use this product and is it safe for sensitive skin?,shampoo,high
T000360,2025-12-01T02:09:00,call_center,CU00622,en,Request,Promo code not working.,lipstick,high
T000361,2025-12-16T03:29:00,whatsapp,CU00034,en,Order problem,I want to refund my last order.,perfume,normal
T000362,2025-11-06T04:28:00,whatsapp,CU00317,ar,Need help,How to use this product and is it safe for sensitive skin?,foundation,low
T000363,2025-12-17T16:29:00,call_center,CU01092,ar,Order problem,Order delayed and I need update.,lipstick,normal
T000364,2025-11-02T08:59:00,call_center,CU00187,ar,Need help,Order delayed and I need update.,shampoo,normal
T000365,2025-12-11T01:35:00,webform,CU01043,ar,Request,I want to refund my last order.,shampoo,normal
T000366,2025-11-23T03:32:00,email,CU01074,ar,Order problem,How to use this product and is it safe for sensitive skin?,serum,low
T000367,2025-12-26T12:03:00,webform,CU00414,en,Need help,Order delayed and I need update.,shampoo,high
T000368,2025-11-28T19:25:00,whatsapp,CU00656,en,Need help,Order delayed and I need update.,perfume,normal
T000369,2025-12-09T07:29:00,email,CU00551,en,Order problem,How to use this product and is it safe for sensitive skin?,serum,low
T000370,2025-11-22T03:35:00,whatsapp,CU00585,ar,Request,"I received damaged product, what can I do?",gift_box,normal
T000371,2025-12-22T04:08:00,email,CU00207,en,Need help,How to use this product and is it safe for sensitive skin?,lipstick,normal
T000372,2025-11-23T17:10:00,call_center,CU00679,en,Complaint,"I received damaged product, what can I do?",serum,normal
T000373,2025-12-27T00:18:00,webform,CU01075,en,Request,I want to refund my last order.,foundation,high
T000374,2025-11-10T18:50:00,whatsapp,CU00792,en,Order problem,Promo code not working.,gift_box,high
T000375,2025-11-08T02:42:00,whatsapp,CU01065,en,Need help,I want to refund my last order.,shampoo,high
T000376,2025-12-09T07:45:00,email,CU00472,ar,Question,Promo code not working.,gift_box,high
T000377,2025-12-03T07:09:00,webform,CU00035,en,Question,Order delayed and I need update.,shampoo,high
T000378,2025-11-27T07:04:00,whatsapp,CU00219,en,Order problem,Order delayed and I need update.,shampoo,low
T000379,2025-12-16T05:07:00,call_center,CU00936,en,Request,Order delayed and I need update.,perfume,high
T000380,2025-11-14T23:44:00,webform,CU00784,ar,Complaint,"I received damaged product, what can I do?",lipstick,low
T000381,2025-12-11T08:36:00,email,CU01020,ar,Question,Promo code not working.,lipstick,normal
T000382,2025-12-22T08:01:00,webform,CU00451,ar,Question,Order delayed and I need update.,perfume,high
T000383,2025-12-11T19:40:00,email,CU00795,ar,Complaint,How to use this product and is it safe for sensitive skin?,serum,normal
T000384,2025-11-09T08:12:00,whatsapp,CU01168,ar,Order problem,Promo code not working.,shampoo,low
T000385,2025-12-22T23:35:00,call_center,CU01092,ar,Order problem,Promo code not working.,lipstick,normal
T000386,2025-12-05T16:26:00,email,CU00741,ar,Need help,"I received damaged product, what can I do?",foundation,low
T000387,2025-12-26T12:25:00,whatsapp,CU01018,en,Request,I want to refund my last order.,lipstick,high
T000388,2025-12-11T23:04:00,email,CU00722,en,Request,"I received damaged product, what can I do?",lipstick,normal
T000389,2025-12-21T14:44:00,webform,CU00629,ar,Question,Order delayed and I need update.,perfume,low
T000390,2025-12-27T07:36:00,webform,CU00917,en,Question,How to use this product and is it safe for sensitive skin?,shampoo,high
T000391,2025-12-14T10:40:00,webform,CU00966,ar,Question,How to use this product and is it safe for sensitive skin?,shampoo,high
T000392,2025-12-07T09:34:00,call_center,CU00263,en,Need help,Order delayed and I need update.,lipstick,low
T000393,2025-11-21T12:32:00,whatsapp,CU00118,ar,Request,How to use this product and is it safe for sensitive skin?,foundation,high
T000394,2025-11-28T20:50:00,call_center,CU01165,ar,Need help,"I received damaged product, what can I do?",perfume,normal
T000395,2025-12-15T10:53:00,whatsapp,CU00353,ar,Order problem,"I received damaged product, what can I do?",foundation,high
T000396,2025-12-01T03:22:00,whatsapp,CU01064,ar,Complaint,Order delayed and I need update.,lipstick,high
T000397,2025-12-09T10:30:00,whatsapp,CU01146,en,Complaint,How to use this product and is it safe for sensitive skin?,shampoo,high
T000398,2025-11-05T14:36:00,call_center,CU01198,en,Complaint,Promo code not working.,shampoo,normal
T000399,2025-11-12T15:47:00,whatsapp,CU00162,ar,Question,I want to refund my last order.,perfume,high
T000400,2025-11-30T06:40:00,call_center,CU00333,ar,Order problem,Promo code not working.,shampoo,high
T000401,2025-11-06T16:19:00,email,CU00727,ar,Request,"I received damaged product, what can I do?",serum,low
T000402,2025-12-11T10:18:00,call_center,CU00012,ar,Request,"I received damaged product, what can I do?",foundation,low
T000403,2025-12-09T14:31:00,call_center,CU00107,ar,Need help,"I received damaged product, what can I do?",gift_box,normal
T000404,2025-11-26T12:40:00,webform,CU00420,en,Order problem,"I received damaged product, what can I do?",shampoo,normal
T000405,2025-12-06T08:45:00,whatsapp,CU00620,en,Need help,I want to refund my last order.,serum,normal
